Date,Adset,URL,Platform,Spend,Visitors,Leads,SiteVisits,Closure,Project
2025-10-03,Adset-12,URL-301,LinkedIn,8537,83260,2495,50,14,GreenNest Residency
2025-10-03,Adset-10,URL-437,Meta,2946,83306,1184,18,23,Skyline Towers
2025-10-03,Adset-12,URL-125,Meta,18639,13221,2951,38,20,ASBL Lakeside
2025-10-03,Adset-9,URL-356,Google,5472,76542,1298,82,9,ASBL Palm
2025-10-03,Adset-5,URL-378,Facebook,12604,96421,2183,34,2,ASBL Spire
2025-10-03,Adset-10,URL-246,Facebook,19755,97275,2951,97,19,Skyline Towers
2025-10-03,Adset-12,URL-457,LinkedIn,6338,37856,1235,24,0,Sunshine Meadows
2025-10-03,Adset-12,URL-437,Meta,8004,90655,2996,56,4,Riverfront Homes
2025-10-03,Adset-5,URL-125,Meta,15977,27517,1349,57,21,ASBL Spectra
2025-10-03,Adset-6,URL-366,Google,16238,55640,1439,0,21,GreenNest Residency
2025-10-03,Adset-2,URL-172,Instagram,6757,50483,2810,11,19,Riverfront Homes
2025-10-03,Adset-10,URL-164,Google,4499,65715,2788,25,0,ASBL Palm
2025-10-03,Adset-3,URL-432,LinkedIn,1437,45307,2685,43,20,ASBL Spire
2025-10-03,Adset-14,URL-301,LinkedIn,12764,83765,2142,33,2,Skyline Towers
2025-10-03,Adset-11,URL-246,WhatsApp,8724,86452,2843,26,26,Sunshine Meadows
2025-10-03,Adset-12,URL-366,Meta,4603,68027,1219,30,25,Elite Enclave
2025-10-03,Adset-11,URL-481,Facebook,19924,89459,1793,77,6,ASBL Loft
2025-10-03,Adset-9,URL-246,LinkedIn,4303,6338,1192,48,23,Riverfront Homes
2025-10-03,Adset-8,URL-366,Instagram,16716,59947,1349,73,0,GreenNest Residency
2025-10-03,Adset-14,URL-301,Google,6219,5867,2006,28,23,ASBL Spectra
2025-10-03,Adset-6,URL-377,Meta,14043,84841,2269,23,6,Elite Enclave
2025-10-04,Adset-4,URL-432,Instagram,8054,79609,2911,89,9,Riverfront Homes
2025-10-04,Adset-1,URL-366,Facebook,9646,76129,2451,48,10,ASBL Spire
2025-10-04,Adset-1,URL-116,Google,9832,73836,2154,3,13,ASBL Spectra
2025-10-04,Adset-3,URL-164,Facebook,2188,45529,1533,27,13,Riverfront Homes
2025-10-04,Adset-1,URL-125,Facebook,19238,77262,2698,10,26,ASBL Lakeside
2025-10-04,Adset-2,URL-378,Facebook,18370,80060,2943,61,9,ASBL Loft
2025-10-04,Adset-13,URL-432,Google,10368,40885,1031,53,27,GreenNest Residency
2025-10-04,Adset-9,URL-481,Google,14750,42750,2379,9,4,GreenNest Residency
2025-10-04,Adset-12,URL-246,Google,15433,20361,2174,26,15,GreenNest Residency
2025-10-04,Adset-4,URL-356,Facebook,5632,34550,2928,49,24,GreenNest Residency
2025-10-04,Adset-3,URL-378,Instagram,10067,59388,2381,38,25,ASBL Loft
2025-10-04,Adset-12,URL-378,Instagram,3795,28567,2781,43,7,ASBL Spire
2025-10-04,Adset-4,URL-125,Google,6001,63147,2002,71,17,ASBL Spire
2025-10-04,Adset-7,URL-400,Meta,13771,93669,2498,55,11,Sunshine Meadows
2025-10-04,Adset-5,URL-172,Google,18850,21164,2620,40,11,Skyline Towers
2025-10-04,Adset-4,URL-301,Google,5620,43415,1562,36,18,ASBL Loft
2025-10-04,Adset-10,URL-366,LinkedIn,6046,76622,1015,38,1,Elite Enclave
2025-10-04,Adset-5,URL-323,LinkedIn,19126,84213,1313,24,11,ASBL Loft
2025-10-04,Adset-10,URL-323,LinkedIn,8504,30017,2052,46,15,ASBL Palm
2025-10-04,Adset-6,URL-481,Facebook,14803,49158,1225,27,26,Riverfront Homes
2025-10-04,Adset-5,URL-301,WhatsApp,1960,68704,2394,28,19,ASBL Loft
2025-10-04,Adset-8,URL-356,Instagram,11409,29969,2248,22,9,ASBL Lakeside
2025-10-04,Adset-11,URL-432,Facebook,15006,6306,1959,14,23,Skyline Towers
2025-10-04,Adset-1,URL-327,YouTube,10466,22260,2898,19,4,ASBL Loft
2025-10-04,Adset-2,URL-172,Meta,5164,97447,1884,78,15,GreenNest Residency
2025-10-04,Adset-2,URL-400,YouTube,17976,20780,1340,80,14,ASBL Loft
2025-10-04,Adset-12,URL-339,Facebook,1659,49895,1515,9,1,Riverfront Homes
2025-10-04,Adset-6,URL-323,WhatsApp,1112,58274,1602,39,10,ASBL Palm
2025-10-04,Adset-4,URL-356,Meta,19569,19461,2915,68,17,Sunshine Meadows
2025-10-04,Adset-10,URL-172,YouTube,2875,91346,1968,12,22,ASBL Loft
2025-10-05,Adset-5,URL-116,LinkedIn,6811,85739,2914,16,10,Elite Enclave
2025-10-05,Adset-13,URL-400,WhatsApp,16239,63149,1856,95,2,Skyline Towers
2025-10-05,Adset-5,URL-457,Facebook,2624,71222,2139,65,27,Riverfront Homes
2025-10-05,Adset-13,URL-323,Instagram,14275,99772,2926,4,3,ASBL Spire
2025-10-05,Adset-12,URL-323,Facebook,13697,88102,2540,59,10,ASBL Loft
2025-10-05,Adset-14,URL-301,Instagram,5339,31342,2561,98,12,ASBL Palm
2025-10-05,Adset-11,URL-481,Facebook,15625,73926,2921,91,20,Sunshine Meadows
2025-10-05,Adset-7,URL-172,Facebook,14882,85181,2962,55,15,ASBL Spectra
2025-10-05,Adset-14,URL-172,Instagram,4333,36699,1149,3,26,Elite Enclave
2025-10-05,Adset-2,URL-457,Facebook,5766,93958,2187,48,26,ASBL Spectra
2025-10-05,Adset-5,URL-356,WhatsApp,7533,86859,1083,67,12,ASBL Loft
2025-10-05,Adset-11,URL-246,LinkedIn,7898,67187,1298,35,11,Sunshine Meadows
2025-10-05,Adset-4,URL-378,Facebook,19963,44736,1825,58,8,ASBL Palm
2025-10-05,Adset-11,URL-116,WhatsApp,18557,51669,1878,26,16,Riverfront Homes
2025-10-05,Adset-2,URL-424,YouTube,13487,28533,2602,63,22,ASBL Lakeside
2025-10-05,Adset-3,URL-481,LinkedIn,3429,55776,2156,20,11,Sunshine Meadows
2025-10-05,Adset-9,URL-164,WhatsApp,19537,86523,2978,50,23,ASBL Spectra
2025-10-05,Adset-13,URL-424,WhatsApp,9653,62973,1424,58,9,Riverfront Homes
2025-10-05,Adset-7,URL-327,YouTube,12015,88151,2690,85,25,Riverfront Homes
2025-10-05,Adset-12,URL-125,Meta,14654,22673,2323,16,28,ASBL Palm
2025-10-05,Adset-9,URL-339,YouTube,14048,67967,2623,46,11,Elite Enclave
2025-10-05,Adset-5,URL-164,WhatsApp,17324,95007,1800,84,14,Elite Enclave
2025-10-05,Adset-14,URL-301,LinkedIn,6944,39990,2523,81,14,Elite Enclave
2025-10-05,Adset-9,URL-339,Facebook,14180,61168,2697,36,13,Elite Enclave
2025-10-05,Adset-10,URL-457,YouTube,1490,38643,2656,3,6,GreenNest Residency
2025-10-05,Adset-12,URL-424,YouTube,14539,78661,2467,48,19,ASBL Spectra
2025-10-05,Adset-8,URL-125,WhatsApp,16343,76484,1815,60,26,ASBL Lakeside
2025-10-05,Adset-8,URL-412,Google,5101,10441,1740,19,15,Elite Enclave
2025-10-06,Adset-14,URL-412,LinkedIn,11118,78692,1911,92,12,Sunshine Meadows
2025-10-06,Adset-7,URL-412,WhatsApp,19001,20468,2164,11,19,Sunshine Meadows
2025-10-06,Adset-7,URL-116,Google,10619,91580,2036,76,10,ASBL Lakeside
2025-10-06,Adset-3,URL-432,Instagram,15482,76777,2650,26,29,Elite Enclave
2025-10-06,Adset-13,URL-125,Instagram,11484,65487,2548,51,8,ASBL Palm
2025-10-06,Adset-6,URL-327,LinkedIn,8374,99490,1331,65,3,GreenNest Residency
2025-10-06,Adset-4,URL-378,Meta,3462,66385,2572,63,13,Riverfront Homes
2025-10-06,Adset-10,URL-323,LinkedIn,19314,66421,2488,72,21,ASBL Lakeside
2025-10-06,Adset-1,URL-400,Meta,1184,52560,1077,4,11,Skyline Towers
2025-10-06,Adset-3,URL-301,Instagram,18688,32994,2407,33,1,ASBL Lakeside
2025-10-06,Adset-3,URL-437,LinkedIn,11425,42318,2656,52,27,ASBL Palm
2025-10-06,Adset-7,URL-424,WhatsApp,6536,50446,1271,52,5,ASBL Palm
2025-10-06,Adset-6,URL-378,Google,13251,93494,1221,47,27,ASBL Lakeside
2025-10-06,Adset-14,URL-323,YouTube,4266,5985,2222,63,18,Riverfront Homes
2025-10-06,Adset-5,URL-457,LinkedIn,7264,89382,2234,25,11,GreenNest Residency
2025-10-06,Adset-7,URL-424,WhatsApp,9720,15313,2557,24,8,Sunshine Meadows
2025-10-06,Adset-9,URL-366,Meta,4497,6114,2026,52,17,ASBL Lakeside
2025-10-06,Adset-8,URL-116,LinkedIn,17054,96520,2993,93,3,GreenNest Residency
2025-10-06,Adset-5,URL-116,Instagram,8861,69930,2576,38,20,ASBL Palm
2025-10-06,Adset-2,URL-457,YouTube,6378,37797,1332,50,18,Riverfront Homes
2025-10-06,Adset-8,URL-164,Google,5434,74071,2806,22,1,GreenNest Residency
2025-10-06,Adset-5,URL-164,Instagram,17756,65413,2613,57,12,Riverfront Homes
2025-10-06,Adset-13,URL-400,YouTube,7269,95723,2395,92,19,ASBL Spire
2025-10-06,Adset-8,URL-412,YouTube,16195,6107,2990,88,10,ASBL Loft
2025-10-06,Adset-6,URL-400,Meta,8990,98836,1645,32,8,Skyline Towers
2025-10-06,Adset-12,URL-125,Instagram,16686,73219,2341,48,3,ASBL Lakeside
2025-10-06,Adset-9,URL-437,YouTube,19899,33660,2827,36,1,Riverfront Homes
2025-10-06,Adset-3,URL-125,Instagram,15879,16594,2465,21,12,ASBL Lakeside
2025-10-06,Adset-9,URL-301,Facebook,6859,53002,2649,33,24,ASBL Palm
2025-10-06,Adset-11,URL-424,Meta,7173,48238,1742,47,18,Sunshine Meadows
2025-10-06,Adset-14,URL-339,YouTube,10399,85151,2149,97,5,ASBL Palm
2025-10-07,Adset-9,URL-481,LinkedIn,14593,74883,2475,52,23,GreenNest Residency
2025-10-07,Adset-12,URL-164,Instagram,19624,91059,2395,97,9,GreenNest Residency
2025-10-07,Adset-2,URL-164,Meta,5972,68732,1868,29,5,ASBL Lakeside
2025-10-07,Adset-2,URL-116,Meta,19707,9142,1580,20,14,ASBL Spectra
2025-10-07,Adset-10,URL-432,YouTube,16540,22474,1224,90,18,GreenNest Residency
2025-10-07,Adset-2,URL-432,Google,4189,34460,1070,50,13,Riverfront Homes
2025-10-07,Adset-12,URL-327,Google,10670,28482,1291,6,17,ASBL Palm
2025-10-07,Adset-13,URL-327,YouTube,17924,11561,1338,55,2,ASBL Loft
2025-10-07,Adset-10,URL-457,LinkedIn,12531,19187,2551,49,21,ASBL Palm
2025-10-07,Adset-14,URL-339,Google,14734,20294,2487,96,26,Sunshine Meadows
2025-10-07,Adset-3,URL-437,Facebook,18824,24959,1974,26,8,ASBL Spectra
2025-10-07,Adset-6,URL-125,Facebook,8508,66801,1203,77,18,ASBL Spectra
2025-10-07,Adset-10,URL-116,Instagram,19767,26601,1692,4,26,ASBL Lakeside
2025-10-07,Adset-7,URL-400,Instagram,15642,74751,2390,83,9,ASBL Lakeside
2025-10-07,Adset-11,URL-412,Google,5676,26962,1229,91,29,Elite Enclave
2025-10-07,Adset-12,URL-116,WhatsApp,8802,96624,2829,83,13,Sunshine Meadows
2025-10-07,Adset-9,URL-125,Instagram,15882,67343,1380,46,5,Elite Enclave
2025-10-07,Adset-12,URL-246,LinkedIn,17592,80949,1092,73,12,GreenNest Residency
2025-10-07,Adset-8,URL-481,LinkedIn,10014,38466,1698,43,14,ASBL Palm
2025-10-07,Adset-7,URL-437,Facebook,14876,9771,2264,58,16,ASBL Lakeside
2025-10-07,Adset-3,URL-432,YouTube,16797,34470,1305,32,22,ASBL Lakeside
2025-10-07,Adset-4,URL-432,Meta,19927,85295,1137,98,15,Riverfront Homes
2025-10-07,Adset-6,URL-323,Google,9423,20936,2391,3,25,ASBL Palm
2025-10-07,Adset-6,URL-378,Facebook,10150,36870,2921,26,8,Sunshine Meadows
2025-10-07,Adset-9,URL-424,YouTube,17446,44768,2231,31,10,Elite Enclave
2025-10-07,Adset-1,URL-481,Meta,3420,99803,2203,31,5,ASBL Palm
2025-10-07,Adset-7,URL-327,WhatsApp,3910,58698,1418,91,0,ASBL Lakeside
2025-10-07,Adset-8,URL-339,Meta,9569,26713,1695,96,0,ASBL Lakeside
2025-10-08,Adset-14,URL-400,Google,2650,43280,1207,15,21,Elite Enclave
2025-10-08,Adset-4,URL-116,WhatsApp,11360,82838,1011,41,17,Elite Enclave
2025-10-08,Adset-8,URL-125,LinkedIn,18063,64910,1483,66,21,Elite Enclave
2025-10-08,Adset-6,URL-323,Google,2755,13153,1074,94,5,ASBL Spectra
2025-10-08,Adset-5,URL-172,Google,16875,34755,2122,10,25,ASBL Palm
2025-10-08,Adset-9,URL-116,WhatsApp,8058,34096,1655,56,13,GreenNest Residency
2025-10-08,Adset-1,URL-246,Facebook,8817,13624,1288,65,16,GreenNest Residency
2025-10-08,Adset-7,URL-432,LinkedIn,10882,93858,2732,29,24,ASBL Spectra
2025-10-08,Adset-6,URL-172,LinkedIn,2366,45181,2331,60,8,Skyline Towers
2025-10-08,Adset-14,URL-116,Meta,12437,35920,2267,49,19,ASBL Loft
2025-10-08,Adset-14,URL-327,YouTube,13648,93639,1721,82,25,Elite Enclave
2025-10-08,Adset-3,URL-437,LinkedIn,18380,45714,2596,6,11,Riverfront Homes
2025-10-08,Adset-7,URL-457,YouTube,18283,56914,1106,75,18,ASBL Spectra
2025-10-08,Adset-8,URL-356,Instagram,6987,66001,2418,92,13,ASBL Spire
2025-10-08,Adset-8,URL-301,Meta,10816,61716,2019,17,1,Riverfront Homes
2025-10-08,Adset-2,URL-301,WhatsApp,19192,76862,1426,89,9,ASBL Loft
2025-10-08,Adset-10,URL-377,LinkedIn,16714,92274,1339,18,14,Riverfront Homes
2025-10-08,Adset-14,URL-327,Meta,2204,52451,2378,64,7,ASBL Palm
2025-10-08,Adset-12,URL-432,WhatsApp,14053,87185,1288,0,16,ASBL Loft
2025-10-08,Adset-6,URL-116,Google,14821,15259,1597,68,25,ASBL Spectra
2025-10-08,Adset-3,URL-378,Google,16543,49775,2101,42,17,GreenNest Residency
2025-10-08,Adset-14,URL-164,Meta,1165,12222,2602,0,19,ASBL Lakeside
2025-10-08,Adset-2,URL-339,Facebook,4588,33798,2781,50,17,ASBL Spectra
2025-10-08,Adset-8,URL-432,Meta,16585,26280,2135,92,0,Sunshine Meadows
2025-10-08,Adset-11,URL-457,Facebook,7398,17045,1600,84,4,Elite Enclave
2025-10-08,Adset-9,URL-339,YouTube,12206,42647,1692,39,28,Skyline Towers
2025-10-08,Adset-2,URL-377,Google,8467,58031,1560,65,8,GreenNest Residency
2025-10-08,Adset-4,URL-301,YouTube,19406,13197,2014,77,4,Riverfront Homes
2025-10-08,Adset-3,URL-116,Facebook,15734,25925,1303,46,12,ASBL Loft
2025-10-08,Adset-11,URL-378,LinkedIn,4761,21115,1698,47,6,ASBL Loft
2025-10-08,Adset-14,URL-412,LinkedIn,9284,27015,1885,35,0,Skyline Towers
2025-10-09,Adset-2,URL-424,Meta,2100,36269,1385,80,29,Sunshine Meadows
2025-10-09,Adset-10,URL-301,WhatsApp,1790,17366,1820,38,4,ASBL Lakeside
2025-10-09,Adset-11,URL-378,Google,2081,88821,1955,39,19,ASBL Palm
2025-10-09,Adset-6,URL-378,Instagram,7956,82425,2203,99,0,GreenNest Residency
2025-10-09,Adset-5,URL-377,Google,7116,49902,2845,2,19,Sunshine Meadows
2025-10-09,Adset-3,URL-356,Instagram,3699,38806,1156,19,22,ASBL Palm
2025-10-09,Adset-4,URL-481,Instagram,14694,34773,2492,18,27,Skyline Towers
2025-10-09,Adset-8,URL-356,Facebook,9597,53482,2803,82,20,ASBL Palm
2025-10-09,Adset-5,URL-437,LinkedIn,5865,61050,1408,62,20,GreenNest Residency
2025-10-09,Adset-3,URL-323,Instagram,17742,70828,2043,92,17,Sunshine Meadows
2025-10-09,Adset-8,URL-377,Instagram,9371,21327,2274,73,23,Sunshine Meadows
2025-10-09,Adset-7,URL-412,LinkedIn,12360,9877,2375,42,0,ASBL Palm
2025-10-09,Adset-2,URL-125,Instagram,1759,27476,2151,97,20,Sunshine Meadows
2025-10-09,Adset-11,URL-457,Instagram,11724,28454,1156,59,16,Riverfront Homes
2025-10-09,Adset-13,URL-323,Instagram,9291,32270,2722,67,13,ASBL Spire
2025-10-09,Adset-12,URL-301,Google,14507,52015,2905,24,21,Riverfront Homes
2025-10-09,Adset-6,URL-327,Google,4705,67994,1482,94,27,GreenNest Residency
2025-10-09,Adset-14,URL-412,Facebook,19334,54873,2912,98,22,Elite Enclave
2025-10-09,Adset-9,URL-366,Instagram,5023,50931,2469,34,11,Skyline Towers
2025-10-09,Adset-14,URL-172,Instagram,10409,61505,1384,82,4,Riverfront Homes
2025-10-09,Adset-10,URL-246,Facebook,16422,66722,1405,36,4,ASBL Palm
2025-10-09,Adset-4,URL-377,LinkedIn,13409,15878,1267,3,3,Riverfront Homes
2025-10-09,Adset-7,URL-366,Google,7331,86691,2168,59,1,ASBL Loft
2025-10-09,Adset-6,URL-400,Meta,12370,14268,1865,88,29,Skyline Towers
2025-10-09,Adset-7,URL-301,Facebook,5392,48966,2452,76,17,ASBL Spire
2025-10-09,Adset-6,URL-327,Google,2401,51076,2236,82,17,ASBL Lakeside
2025-10-09,Adset-12,URL-412,YouTube,15691,94777,1841,54,10,ASBL Spire
2025-10-09,Adset-3,URL-432,YouTube,8650,13885,1323,63,18,ASBL Loft
2025-10-09,Adset-7,URL-432,YouTube,3053,28425,1451,32,6,ASBL Lakeside
2025-10-10,Adset-11,URL-327,Instagram,1011,14057,1014,41,28,ASBL Spectra
2025-10-10,Adset-4,URL-164,Facebook,9791,66576,1791,38,1,ASBL Palm
2025-10-10,Adset-9,URL-164,Meta,12415,83157,1316,29,9,ASBL Palm
2025-10-10,Adset-13,URL-366,Meta,7158,44953,2230,48,12,ASBL Loft
2025-10-10,Adset-13,URL-246,Meta,19521,30892,1900,50,4,ASBL Spectra
2025-10-10,Adset-1,URL-116,WhatsApp,17724,58814,1070,35,4,ASBL Spire
2025-10-10,Adset-8,URL-432,Facebook,8418,21130,2131,73,29,Sunshine Meadows
2025-10-10,Adset-6,URL-400,WhatsApp,17504,77403,2813,45,12,Sunshine Meadows
2025-10-10,Adset-2,URL-172,Facebook,3417,29318,2600,56,29,ASBL Loft
2025-10-10,Adset-1,URL-246,Google,7029,27456,2999,61,12,Skyline Towers
2025-10-10,Adset-1,URL-327,LinkedIn,11480,23069,2312,51,2,Riverfront Homes
2025-10-10,Adset-6,URL-400,LinkedIn,15822,26913,2046,17,2,ASBL Palm
2025-10-10,Adset-4,URL-437,Instagram,17282,71974,1150,43,2,ASBL Loft
2025-10-10,Adset-12,URL-378,YouTube,15068,6872,1192,44,15,Riverfront Homes
2025-10-10,Adset-12,URL-377,Google,11927,90818,2654,34,15,ASBL Lakeside
2025-10-10,Adset-9,URL-366,WhatsApp,17519,12931,1561,72,12,ASBL Spire
2025-10-10,Adset-2,URL-437,Meta,3120,88712,1490,82,11,ASBL Spectra
2025-10-10,Adset-14,URL-246,Google,1608,5217,2876,46,22,ASBL Palm
2025-10-10,Adset-4,URL-377,WhatsApp,15075,31341,2789,24,22,GreenNest Residency
2025-10-10,Adset-7,URL-457,WhatsApp,12762,73247,1702,57,13,Elite Enclave
2025-10-10,Adset-4,URL-116,Instagram,13610,10990,2107,4,29,Riverfront Homes
2025-10-10,Adset-1,URL-339,Instagram,1998,53920,2346,1,9,GreenNest Residency
2025-10-10,Adset-8,URL-323,YouTube,10549,47928,1964,67,28,ASBL Spire
2025-10-10,Adset-6,URL-246,LinkedIn,1416,27084,1677,3,28,Skyline Towers
2025-10-10,Adset-14,URL-339,Instagram,2543,91365,2850,63,22,ASBL Spire
2025-10-10,Adset-10,URL-327,Meta,5805,27206,2481,99,26,ASBL Lakeside
2025-10-10,Adset-13,URL-327,Facebook,4409,29664,2151,60,12,Elite Enclave
2025-10-10,Adset-7,URL-432,LinkedIn,8538,31091,1483,62,20,GreenNest Residency
2025-10-10,Adset-11,URL-356,YouTube,15746,51730,1221,35,29,ASBL Lakeside
2025-10-10,Adset-6,URL-246,WhatsApp,5984,75116,1053,41,11,Elite Enclave
2025-10-10,Adset-11,URL-301,YouTube,6114,87087,2469,2,21,Sunshine Meadows
2025-10-10,Adset-1,URL-116,YouTube,14800,78141,2468,99,8,ASBL Lakeside
2025-10-11,Adset-13,URL-437,Google,7946,21714,2681,33,0,ASBL Palm
2025-10-11,Adset-1,URL-377,Instagram,7616,75289,2210,45,29,Elite Enclave
2025-10-11,Adset-3,URL-424,Meta,1153,64285,2347,19,7,ASBL Spire
2025-10-11,Adset-7,URL-172,Instagram,13165,29825,1158,87,5,Riverfront Homes
2025-10-11,Adset-3,URL-116,Google,7231,14808,1763,20,23,Elite Enclave
2025-10-11,Adset-6,URL-339,YouTube,11407,64388,2672,24,18,Sunshine Meadows
2025-10-11,Adset-4,URL-432,Meta,12234,64596,2650,37,14,Elite Enclave
2025-10-11,Adset-3,URL-481,YouTube,4856,60550,1299,7,16,ASBL Loft
2025-10-11,Adset-14,URL-457,YouTube,16770,69418,2890,6,17,Elite Enclave
2025-10-11,Adset-14,URL-323,Meta,13862,74846,1661,25,27,ASBL Palm
2025-10-11,Adset-5,URL-378,Google,6262,99051,2718,36,14,Riverfront Homes
2025-10-11,Adset-6,URL-356,Meta,2041,40070,1251,49,14,ASBL Spire
2025-10-11,Adset-9,URL-412,YouTube,14773,57535,2135,8,10,Elite Enclave
2025-10-11,Adset-6,URL-339,Instagram,13280,95526,2321,4,27,GreenNest Residency
2025-10-11,Adset-6,URL-172,Facebook,19749,79806,2399,80,6,ASBL Loft
2025-10-11,Adset-14,URL-116,Instagram,18515,28389,1164,41,12,ASBL Lakeside
2025-10-11,Adset-5,URL-377,WhatsApp,4267,66265,2193,67,11,ASBL Lakeside
2025-10-11,Adset-14,URL-481,LinkedIn,2018,80147,1618,5,23,GreenNest Residency
2025-10-11,Adset-4,URL-457,Facebook,16074,22458,1410,66,13,ASBL Spectra
2025-10-11,Adset-10,URL-377,YouTube,12131,61747,2443,51,8,Elite Enclave
2025-10-11,Adset-12,URL-437,WhatsApp,13146,30203,2918,84,0,Riverfront Homes
2025-10-11,Adset-2,URL-164,WhatsApp,7258,16815,2830,79,0,ASBL Spectra
2025-10-11,Adset-14,URL-323,YouTube,4267,58166,2876,79,11,ASBL Spire
2025-10-11,Adset-2,URL-116,Facebook,19646,52373,1394,88,3,Elite Enclave
2025-10-11,Adset-2,URL-172,WhatsApp,14985,82733,2471,71,0,Sunshine Meadows
2025-10-11,Adset-12,URL-432,WhatsApp,19120,33364,1735,11,16,ASBL Spire
2025-10-11,Adset-10,URL-164,LinkedIn,10180,7223,1928,4,16,ASBL Lakeside
2025-10-11,Adset-8,URL-366,Instagram,11348,61671,1979,28,7,Sunshine Meadows
2025-10-11,Adset-9,URL-432,WhatsApp,19371,89009,1268,9,2,Skyline Towers
2025-10-12,Adset-1,URL-481,LinkedIn,16368,53302,2882,71,15,Riverfront Homes
2025-10-12,Adset-6,URL-377,Meta,19237,40890,2799,63,20,Skyline Towers
2025-10-12,Adset-3,URL-246,Google,1714,88954,1884,95,1,ASBL Loft
2025-10-12,Adset-9,URL-164,Facebook,5397,46053,1558,6,2,Riverfront Homes
2025-10-12,Adset-13,URL-400,Instagram,15672,55361,1631,83,8,ASBL Palm
2025-10-12,Adset-6,URL-301,Meta,15331,19497,1695,50,15,GreenNest Residency
2025-10-12,Adset-3,URL-301,Facebook,8828,13904,1077,1,3,ASBL Lakeside
2025-10-12,Adset-3,URL-377,Google,7050,50384,1621,79,21,ASBL Lakeside
2025-10-12,Adset-10,URL-164,WhatsApp,12229,5695,2168,58,18,ASBL Spectra
2025-10-12,Adset-13,URL-125,WhatsApp,18135,91349,1396,22,17,ASBL Spire
2025-10-12,Adset-11,URL-400,LinkedIn,13284,53749,2183,31,26,ASBL Palm
2025-10-12,Adset-3,URL-481,YouTube,16932,30588,2246,33,9,ASBL Palm
2025-10-12,Adset-5,URL-164,Facebook,16129,73652,1374,74,1,GreenNest Residency
2025-10-12,Adset-1,URL-125,Google,7532,85653,1607,40,0,ASBL Lakeside
2025-10-12,Adset-9,URL-481,Meta,2272,29293,2308,88,8,ASBL Palm
2025-10-12,Adset-1,URL-424,Meta,3693,87838,2172,64,24,ASBL Lakeside
2025-10-12,Adset-12,URL-164,YouTube,3952,56196,1287,97,8,Riverfront Homes
2025-10-12,Adset-6,URL-356,Google,14347,13425,1441,58,29,ASBL Lakeside
2025-10-12,Adset-4,URL-116,Google,7223,34409,1488,35,13,Skyline Towers
2025-10-12,Adset-14,URL-400,WhatsApp,5528,47969,2126,49,20,ASBL Lakeside
2025-10-12,Adset-9,URL-424,YouTube,13487,75898,1218,41,1,ASBL Spire
2025-10-12,Adset-3,URL-172,Google,12075,19833,1836,36,4,ASBL Spire
2025-10-12,Adset-3,URL-301,Meta,9635,59256,2313,32,15,Sunshine Meadows
2025-10-12,Adset-6,URL-301,LinkedIn,5908,68540,1024,13,7,ASBL Palm
2025-10-12,Adset-9,URL-437,Google,17385,87558,1075,5,14,ASBL Spire
2025-10-12,Adset-5,URL-301,Instagram,18460,58654,1311,28,24,Elite Enclave
2025-10-12,Adset-9,URL-377,Meta,17621,24529,1023,87,24,Elite Enclave
2025-10-12,Adset-6,URL-432,Google,18002,28305,1288,78,2,Elite Enclave
2025-10-12,Adset-7,URL-481,Google,18836,50340,1950,88,28,Elite Enclave
2025-10-12,Adset-3,URL-432,Instagram,7247,28239,2674,38,3,Skyline Towers
2025-10-12,Adset-11,URL-327,WhatsApp,8044,51546,2106,80,17,ASBL Lakeside
2025-10-12,Adset-8,URL-172,YouTube,11388,65656,2849,31,0,Sunshine Meadows
2025-10-12,Adset-11,URL-301,Meta,10573,25534,2701,64,4,ASBL Palm
2025-10-12,Adset-14,URL-437,Meta,11709,96644,2054,38,4,ASBL Loft
2025-10-13,Adset-4,URL-424,YouTube,17212,15574,1171,55,6,Skyline Towers
2025-10-13,Adset-13,URL-323,Instagram,15019,94264,1257,25,21,ASBL Lakeside
2025-10-13,Adset-8,URL-424,LinkedIn,3598,40256,2585,50,13,Elite Enclave
2025-10-13,Adset-11,URL-246,WhatsApp,5119,15194,2728,88,9,Skyline Towers
2025-10-13,Adset-7,URL-339,LinkedIn,19768,56759,2016,53,10,Skyline Towers
2025-10-13,Adset-12,URL-366,Facebook,12328,32777,1655,6,7,ASBL Lakeside
2025-10-13,Adset-6,URL-400,Facebook,10744,86484,2033,7,14,ASBL Lakeside
2025-10-13,Adset-8,URL-366,WhatsApp,5914,83686,1998,58,21,ASBL Spectra
2025-10-13,Adset-12,URL-437,Meta,16875,85045,1543,2,21,Skyline Towers
2025-10-13,Adset-11,URL-246,WhatsApp,8523,35821,1428,65,22,Elite Enclave
2025-10-13,Adset-3,URL-412,WhatsApp,4396,22140,1906,98,7,GreenNest Residency
2025-10-13,Adset-14,URL-400,Meta,18078,98901,1884,1,16,ASBL Loft
2025-10-13,Adset-5,URL-301,Google,17436,8676,1524,55,9,Sunshine Meadows
2025-10-13,Adset-3,URL-125,Facebook,18082,29788,2587,61,8,ASBL Lakeside
2025-10-13,Adset-1,URL-246,Meta,11066,39225,1576,56,11,ASBL Spire
2025-10-13,Adset-11,URL-301,Meta,4822,63893,1857,69,28,ASBL Palm
2025-10-13,Adset-10,URL-377,YouTube,13171,45262,1375,61,20,GreenNest Residency
2025-10-13,Adset-4,URL-125,YouTube,6992,36071,1422,72,26,GreenNest Residency
